,Course_Name,Course_Description,Lectures_Num,Course_Level,Course_hours,Rate,Number_Rates
1173,learn php mysql objectoriented programming php form,build secure login script learn objectoriented programming submit form mysql john morris,76,Beginner,17,4.2,287
1174,spring data jpa using hibernate,learn use popular orm framework easy step bharath thippireddy,184,All Levels,8,4.5,650
1175,facial animation unreal engine animation,learn create expressive facial animation using key frame animation inside ue includes project file michael rick,30,All Levels,4,4.8,143
1176,devsecops master securing cicd pipeline within week,security devops devops application build release developer infrastructure infosec pentest security amrit choudhary,26,All Levels,45,3.7,46
1177,io swift beginner paid professional,build io apps learn io swift arkit augmented reality coreml machine learning mark price,187,Beginner,435,4.6,4408
1178,react movie app hook api styled component,beginner intermediate project oriented react course create imdb style real world web application thomas weibenfalk,25,Intermediate,5,4.7,51
1179,project laravel learn laravel building project,complete course master latest laravel web framework eduonix learning solution,134,Intermediate,23,4.4,1048
1180,agile business analysis getting writing lean requirement,business analysis technique discovering requirement user story feature gherkin givenwhenthen test tom angela hathaway,39,Beginner,45,4.3,851
1181,r level data analytics r,use r data analytics data mining rtutorials training,87,Beginner,85,4.3,1567
1182,learning path roadway ibm cognos analytics,acquaint new unified interface cognos analytics consume modify author dashboard packt publishing,49,Beginner,6,3.9,260
1183,apache camel learn coding spring boot,learn build apache camel application using spring boot framework dilip,98,Intermediate,105,4.3,340
1184,aspnet core c rest api real world project,learn build real world production ready rest apis using aspnet core c ebenezer ogbu,140,All Levels,19,4.3,39
1185,modern android app development bootcamp kotlin,learn android app development kotlin beginning way advanced topic easy abd alwahab,255,All Levels,35,4.6,336
1186,complete database design modeling beginner tutorial,learn database design easy way go simple complex real life example online store db using mysql rares ilea,24,Beginner,25,4.3,1191
1187,aem adobe experience manager complete web cm,build welearn website learn template component dispatcher htlsightly clientlibs osgi sling list go jasvinder singh bhatia,52,All Levels,6,3.7,450
1188,angular java developer,learn build spring boot angular application jhipster dan vega,120,Beginner,12,4.3,876
1189,graphql beginner javascript,practical guide teach graphql javascript optimally paced nononsense learn quickly james moore,57,Beginner,55,4.5,173
1190,canary deployment kubernetes using istio friend,devops toolkit series viktor farcic,84,Intermediate,65,4.8,38
1191,introduction genetic algorithm theory application,learn main mechanism genetic algorithm heursitic artificial intalligence search optimization matlab prof seyedali mirjalili,26,All Levels,7,4.4,347
1192,sap bpc bwhana bpc planning consolidation,sap bpc bwhana bpc planning consolidation venu tikkavarapu,26,All Levels,45,4.9,5
1193,become junior java software developer,complete practical conceptual java programming course beginner tim short,53,Beginner,8,4.5,1189
1194,top database bundle mysql postgresql sqlite sql server,learn mysql postgres sqlite microsoft sql server fast easy way john elder,103,Beginner,7,4.6,36
1195,progressive web apps concise pwa masterclass,everything need build progressive web apps scratch upgrade existing web apps pwas ray viljoen,46,All Levels,6,4.6,452
1196,lightning web component development,step step guide lightning champion time concept implementation amit singh,82,All Levels,135,4.4,104
1197,learn code game roblox studio,learn create roblox game easy understand step step course brendon ross,51,Beginner,5,4.3,166
1198,kid coding introduction html cs javascript,kid could next zuckerberg john bura,217,Beginner,7,4.5,594
1199,microsoft access sql sql nonprogrammers,learn use sql microsoft access tip tool exercise bestselling course isábel,87,Beginner,4,4.7,446
1200,shopify empire masterclass complete shopify course,shopify az complete beginnersadvanced masterclass learn build profitable shopify business business hero,76,All Levels,65,4.1,255
1201,master laravel php basic advance project jobportal,laravel recruitment appupgraded laravel learn make job portal web application final project ranjeet karki,164,All Levels,225,4.0,132
1202,learning oracle application express oracle apex training,comprehensive course oracle application express oracle apex infinite skill infinite skill,60,All Levels,55,4.0,561
1203,create chatbot website react nodejs,create chatbot webpage react nodejs teach chatbot sell product give recommendation measure demand jana bergant,104,Intermediate,10,4.3,261
1204,build online store react graphql minute,create fullstack ecommerce app scratch using react graphql stripe headless cm strapi record time reed barger,51,Intermediate,35,4.5,275
1205,gatsby masterclass,build blazingfast featurerich overall stunning react apps gatsby framework reed barger,43,All Levels,4,4.3,215
1206,mastering apache airflow deploy kubernetes aws,learn programmatically author schedule monitor workflow apache airflow deploy kubernetes aws mihail petkov,85,All Levels,5,4.3,62
1207,income tax schedule c small business sole proprietor,small business schedule c income tax preparation using actual tax form example including form schedule se robert bob steele,125,All Levels,95,4.8,21
1208,kotlin android development beginner advanced,learn coding designing android apps kotlin building real app example like instagram foursquare clone atil samancioglu,191,All Levels,155,4.4,1279
1209,jsf java server face beginner build db app,jsf build real jsf web application connects database popular jsf course chad darby,58,All Levels,55,4.4,1776
1210,sql beginner guru mysql edition master sql mysql,sql skill demand learn master sql using mysql become sql guru today john thompson,166,All Levels,11,4.6,568
1211,laravel php framework beginner advance project,course learn laravel crud application default authentication system complete advance blog project easy learning,130,All Levels,28,4.2,37
1212,intro airplane physic unity,learn build custom airplane physic unity c indie pixel,149,Beginner,205,4.7,339
1213,devops cicd using aws codepipeline elastic beanstalk,learn automated continuous deployment using aws codepipleine elastic beanstalk lambda includes example php project ali rizavi,62,Intermediate,45,4.2,934
1214,react mastering test driven development,upgrade react skill test driven development jest enzyme redux middleware e david joseph katz,46,Intermediate,45,4.3,1157
1215,io learn code build real io apps swift,master io development swift building fullstack apps brand new course incl core ml arkit caleb stultz,253,All Levels,52,4.7,673
1216,lumen microservices create service apis lumen,lumen laravel build complete set php microservices apis security layer using lumen oauth juand megon,61,All Levels,4,4.3,291
1217,blockchain development hyperledger fabric using composer,learn develop network application hyperledger fabric composer technology rajeev sakhuja,89,Intermediate,85,4.2,1923
1218,introduction nodered,learn nodered rapid prototyping development application venkatesh varadachari,27,Beginner,5,4.6,44
1219,vue j beginner professional includes vuex,learn vue j become vuejs professional build complex spa vuejs simple popular javascript framework bo andersen,221,All Levels,155,4.4,743
1220,architect saas application unique challenge solution,intro saas scalability multitenancy provisioning security apis management maintenance v maestro llc,40,Intermediate,35,4.3,188
1221,introduction java programmer,video hour content java training course teach program java eclipse learn byte,207,Beginner,20,4.4,1218
1222,io xcode complete swift objectivec course,complete io xcode course swift objectivec aaron caines,280,All Levels,725,4.5,442
1223,create po system inventory sale php adminlte,learn create po system inventory management billing using php adminlte juan fernando urrego,105,Beginner,25,4.1,126
1224,selenium webdriver javascript automation beginner,become master browser automation selenium webdriver javascript nodejs practice website included rangel stoilov,23,All Levels,3,4.4,113
1225,create rest api using basic php token authentication,develop real world rest api login basic php mysql framework needed following real world scenario michael spinks,32,All Levels,115,4.6,138
1226,reinforcement learning pytorch,learn apply reinforcement learning artificial intelligence algorithm using python pytorch openai gym atamai ai team,69,Beginner,7,4.1,238
1227,programming numerical method python,practical approach understand numerical method murad elarbi,57,Beginner,125,4.4,271
1228,gutenberg block wordpress react developer,use reactjs redux knowledge create complex gutenberg block plugins scratch ali alaa,119,Expert,115,4.4,76
1229,deep learning computer vision tensor flow kera,deep learning review cnns vgg faster rcnn tensorflow object detection api yolo train data carlos quiros,56,Intermediate,9,4.0,313
1230,data modeling relational database design using erwin,course teach erwin data modeler help create maintain sound relational database design haris kilikotu,34,All Levels,35,4.3,614
1231,learn blockchain building javascript,code blockchain decentralized network javascript programming language eric traub,75,Intermediate,8,4.5,817
1232,salesforce lightning learn salesforce lightning,learn salesforce lightning step step guide lightning ui learn build custom app salesforce lightning ui deepika khanna,41,All Levels,55,4.6,391
1233,build real world app xamarin form,learn xamarin form real world application beginning end asfend yar hamid,96,All Levels,5,4.5,32
1234,android firebase masterclass master google firebase,create cloud based android application using google firebase expand career option tim buchalkas learn programming academy,123,Intermediate,20,4.1,50
1235,mastering c standard library feature,harness power c stl make full use component packt publishing,28,Intermediate,6,4.2,296
1236,learn c window form sql server,real database project,66,Intermediate,11,4.6,744
1237,godot complete developer course,game development godot learn gdscript use engine building first game guilherme oliveira,84,All Levels,85,4.4,382
1238,ultimate handson flutter mvvm build real project,learn art building modern flutter application mohammad azam,82,All Levels,9,4.6,16
1239,complete c unity developer create game learn code,game development design taught using unity learn c build first game web mobile desktop denis panjuta,154,All Levels,225,4.4,597
1240,become certified web developer,complete coverage html cs javascript php earn four respected certificatons framework television inc,491,All Levels,425,4.4,1927
1241,power bi masterclass python finance advanced dax,become data analyst learn power bi power bi online training data analyst dan,20,Beginner,25,4.5,80
1242,python challenge boost python skill,solve carefully crafted python exercise directly interactive uplatform solidify python skill ardit sulce,21,All Levels,15,4.5,136
1243,angular automation protractor typescript cucumber,understand protractor cucumber typescript language complete ground karthik kk,47,All Levels,7,4.2,382
1244,building perceptive ai unreal engine,ai perception behaviour tree eq daniel orchard,25,Beginner,55,3.9,19
1245,pathfinding unity,implementing search graph search algorithm unity wilmer lin,35,Intermediate,45,4.7,222
1246,python scripting blender practical project,practical python course creating script inside blender absolute beginner thomas mcdonald,27,Beginner,2,4.6,15
1247,cryptocurrency fundamental buy sell trade cryptocurrency,quickly learn use buy sell trade cryptocurrency top rated video course accompanying pdf guide george levy,18,Beginner,15,4.5,850
1248,master react native animation,simple easy follow stepbystep lesson every type animation jason brown,126,All Levels,85,4.4,410
1249,building cloud infrastructure terraform,create manage cloud infrastructure code chris parent,42,Intermediate,45,4.3,275
1250,deploy fargate ec apps infrastructure aws terraform,learn work aws ec fargate implement complete infrastructure deployment using terraform aws architect niyazi erdogan,67,All Levels,5,4.3,73
1251,apache nifi complete master course hdp automation etl,next gen data flow process distribute data using powerful reliable framework apache nifi nifi registry minifi muthukumar subramanian,57,All Levels,5,4.1,183
1252,qc quantum physic quantum computing,nonmathematical coverage superposition entanglement intuitive qualitative preparation advanced topic kumaresan ramanathan,37,Beginner,15,4.6,42
1253,programmatic uber clone app swift firebase storyboards,build fully programmatic uber clone io latest version swift firebase without storyboards stephan dowless,91,Intermediate,185,4.7,26
1254,redux saga react redux fasttrack intro course,quickest way understand get running redux saga start implementing react redux project tom phillips,22,All Levels,15,4.3,339
1255,unity game development make professional game,learn code c create stunning game unity game engine awesome tuts,152,All Levels,41,4.5,893
1256,create endless runner scratch unity,learn make infinite scrolling platform game unity c working stage game development penny de byl,42,Beginner,95,4.7,87
1257,sap sd sale distribution configuration end user,course cover configuration enduser process sap sd module rana w mehmood,21,All Levels,31,4.1,138
1258,machine learning optimization using genetic algorithm,learn optimize machine learning algorithm performance apply feature selection using genetic algorithm curiosity data science,35,Intermediate,35,4.1,148
1259,asynchronous javascript,become expert asynchronous javascript callback promise asyncawait generator event loop asim hussain,51,All Levels,45,4.3,648
1260,algorithmic problem java interview question,backtracking dynamic programming sudoku knapsack problem binpacking closest pair point recursion monte carlo holczer balazs,74,All Levels,75,4.4,644
1261,team workflow jira,practical guide building workflow team use jira dan lefebvre,17,Intermediate,15,4.4,806
1262,tensorflow masterclass handson deep learning ai,work project learn deep learning ai kera python ann cnn rnn lstm transfer learning autoencoder nlp vijay gadhave,99,All Levels,14,4.4,22
1263,complete react native bootcamp build io android app,includes redux firebase lot project igneus technology,137,All Levels,215,4.2,266
1264,learn enterprise wpf xaml scratch,window presentation foundation tutorial create powerful window apps rich ui wpf platform intro mvvm engineer spock,128,All Levels,5,4.1,1095
1265,agile transformation scaled agile,leading agile transformation implement agile large scale big enterprise ican consultancy,24,Intermediate,45,4.2,269
1266,gradle fundamental,learn fundamental gradle jimmy h,24,Beginner,25,4.3,522
1267,high performance coding net core c,learn write high performance scalable net core aspnet core application c gergely kalapos,38,Intermediate,65,4.3,324
1268,java message service jms fundamental,master fundamental java messaging simple step bharath thippireddy,99,All Levels,55,4.5,299
1269,day python unlock python potential,python simple enough beginner powerful enough pro use iot web scraping big data justin mitchel,45,All Levels,95,4.3,6596
1270,postman api testing step step beginner,learn postman scratch raghav pal,20,Beginner,25,4.3,1320
1271,learning algorithm javascript scratch,make code program faster efficient using algorithm well prepared technical interview eric traub,69,All Levels,35,4.5,1514
1272,learn amazon eks managed kubernetes service aws,learn effectively run kubernetes aws using amazon eks basic indepth review advanced feature dhiman halder,18,Intermediate,25,4.4,40
1273,magento magento certified developer exam full course,want pas magento certified associate developer exam want become magento certified course sourabh modi,40,All Levels,7,3.9,176
1274,c performance trick radically speed code,course help speed c code provides many trick every professional developer must know mark farragher,38,All Levels,45,4.5,699
1275,game physic introducing gravitation rotation unity,stepbystep tutorial create basic rigid body motion physic scratch taught c using unity free ben tristem,45,Intermediate,55,4.4,937
1276,apache camel beginner learn coding java,learn apache camel framework coding building apps java dilip,84,All Levels,11,4.1,556
1277,ultimate php cs sas enhance javascript skill,ultimate php cs sas create modern flexbox cs grid bootstrap design use javascript php pdo like pro rick sekuloski,387,All Levels,785,4.4,42
1278,complete wordpress theme development course,learn wordpress theme development including custom wordpress function page template tag sidebar alexander oni,158,Expert,125,4.5,638
1279,continuous deployment using spinnaker aws kubernetes,use spinnaker execute devops strategy use immutable infrastructure deploy using spinnak aws kubernetes edward viaene,48,Expert,45,4.2,439
1280,interaction test mock refactoring embedded software,dr surlys school mad scientist advanced test driven development embedded system software c mark vandervoord,57,Intermediate,7,4.8,3
1281,mvvm wpf survival guide z,learn create maintainable window application applying mvvm wpf introduction caliburnmicro engineer spock,93,Intermediate,45,3.9,434
1282,git advanced command,practical git training cherry pick rebase revert stash clean take git skill next level brian gorman,40,Intermediate,4,4.2,339
1283,mastering thymeleaf spring boot,become expert using thymeleaf template spring boot john thompson,65,All Levels,45,4.3,536
1284,build realtime app react hook graphql,master latest greatest feature react within context fullstack realworld app reed barger,37,Intermediate,45,4.1,274
1285,functional programming javascript practical guide,finally understand concept functional programming javascript steven hancock,48,Intermediate,65,4.5,85
1286,introduction programming,professional coding skill beginner framework television inc,174,Beginner,12,4.7,792
1287,graphql apollo server nodejs mongodb graphql api,graphql api server apollo nodejs mongodb jwt authentication cursor pagination db query batching caching rapid dev pro,43,All Levels,45,4.6,42
1288,gi understand theory practice gi qgis,learn theory geographic information system get trained making map analyzing spatial data qgis ardit sulce,40,Beginner,25,4.2,574
1289,unreal engine absolute beginner,learn basic making game ue unreal engine devslopes mark price,86,Beginner,15,4.3,204
1290,building machine learning web apps python,going beyond machine learning model jesse e agbe,71,All Levels,145,4.6,11
1291,rest api automation rest assured complete guide,learn every topic restassured real world example test automation framework development ci tejasvi hegde,98,All Levels,145,4.4,594
1292,cs bootcamp master cs including cs grid flexbox,cs course project based cs tutorial learn create modern responsive website using cs cs grid flexbox code create,89,All Levels,115,4.6,243
1293,hyperion financial management advanced course,step step instruction hfmfdmeefrssmart view implement financial consolidation reporting system padmaja vemireddy,67,Expert,75,4.5,17
1294,ultimate expert guide mastering postgresql administration,learn everything postgresql architecture buffering bart pitr replication performance tuning external table tetranoodle team,28,All Levels,105,3.9,58
1295,build user authentication web app python django,learn create user authentication system django register user log log edit profile john elder,32,Beginner,25,4.5,320
1296,web api automation using katalon studio best newbie,katalon studio katalon recorder katalon analytics scripting code management reporting bdd testcasesframework testing world,137,Beginner,165,4.0,135
1297,oracle apps r course bundle oracle fusion financials,oracle fusion financials oracle apps technical fin scm hrmsmanufacturing dk sqlplsql live meeting support koduru sridevi,273,All Levels,123,4.8,4
1298,complete introduction openfoam,learn cfd solid mechanic openfoam foamextend solid mechanic library philip baldock,83,Beginner,55,4.4,166
1299,learning window presentation foundation wpf,complete guide build robust scalable application window presentation foundation wpf arvatech learning inc,105,All Levels,85,4.4,181
1300,raycasting game development javascript sdl c,learn game development fundamental creating raycaster using javascript sdl c programming language gustavo pezzi,49,Intermediate,115,4.8,40
1301,complete rxjava android development masterclass,architect android apps rx java mvvm room db retrofit dagger advanced android architecture mastery anushka madusanka,96,All Levels,65,4.3,388
1302,red hat openshift jenkins devops beginner,learn scratch red hat openshift jenkins continuous integration devops command line tool cli syed raza,50,All Levels,55,3.4,229
1303,devops fundamental gain solid understanding,learn fundamental devops including entire software development lifecycle agile scrum cicd demo syed raza,26,Beginner,25,4.1,712
1304,complete oracle adf c course beginner stepbystep,take first step oracle fusion middleware world latest version adf sameh nassar,98,Beginner,145,4.2,329
1305,comprehensive ruby programming,learn program ruby programming language starting scratch moving advanced coding technique jordan hudgens,100,All Levels,105,4.6,1296
1306,learn robot framework selenium industry expertshr,allure reporting data driven framework python coverage pycharm desktop api application coverage githubjenkins testing world infotech,223,All Levels,22,4.3,432
1307,financial modeling algorithmic trading using python,practical guide implementing financial analysis strategy using python packt publishing,80,Beginner,125,4.4,22
1308,python programming beginner pro masterclass,learn python practical exercise handson practical project dr ryan ahmed phd mba,140,Beginner,225,4.3,565
1309,fullstack react graphql apollo boost,build deploy fullstack react graphql app scratch apollo boost express mongodb reed barger,76,All Levels,7,4.2,293
1310,data analytics using splunk beginner intermediate course,learn splunk scratch handson course bigdata abc,100,All Levels,75,4.5,487
1311,nodejs express unit testingintegration test jest,learn build full crud rest api nodejs using tdd jest javascript e unit test integration test stefan hyltoft,62,Beginner,3,4.2,99
1312,break away programming coding interview,course teach pointer linked list general programming algorithm recursion like one else loony corn,84,All Levels,20,4.6,772
1313,asynchronous javascript promise callback async await,become expert asynchronous javascript promise callback async await event loop etc viktor pyskunov,40,Beginner,3,4.6,399
1314,data structure algorithm c depth,data structure algorithm c programming coding interview question linked listrecursiontreeshashing deepali srivastava,146,All Levels,105,4.0,664
1315,git going fast one hour git crash course,learn key concept basic workflow git github easy follow top rated bootcampstyle course jason taylor,32,Beginner,15,4.3,5284
1316,second javascript course,learn e new syntax fill j knowledge loophole understand j work hood win job interview onlykiosk tech,198,Intermediate,95,4.4,28
1317,iso cybersecurity manager guideline,application isoiec cybersecurity understand apply requirement cybersecurity program cristian vlad lupa,48,Beginner,4,4.5,294
1318,c advanced topic next logical step,learn advanced topic c language like linq lambda extension method generic delegate event tod vachev,43,Intermediate,3,4.5,294
1319,mastering hyperledger chaincode development using golang,learn use golang chaincode api fabric node sdk design develop fabric application endtoend rajeev sakhuja,109,Beginner,85,4.3,121
1320,rigging character animation unreal engine,allright rig rigging animation plugin included rigged dweller character included complete ue project michael rick,44,All Levels,45,3.7,114
1321,data structure algorithm java,data structure algorithm java programming coding interview question linked listrecursiontreeshashing deepali srivastava,146,All Levels,105,4.1,466
1322,webservicesapi testing soapuigroovyrealtime apihr,detailed groovy certification coverage soapui tutorial rest api testing soap ui free pro world,219,All Levels,255,4.4,694
1323,postgresql database administration dba beginner,learn practical database administration bluelime learning solution,112,Beginner,115,3.8,187
1324,modern javascript complete course build project,learn javascript popular language web development includes e react nodejs complete project juan pablo de la torre valdez,312,All Levels,28,4.6,321
1325,yolo v robust deep learning object detection hour,complete guide creating custom ai object detection learn full workflow training inference augmented startup,20,Intermediate,25,3.7,148
1326,creating responsive html email,create attractive responsive html email work combination commonly used email client chris converse,34,All Levels,15,4.1,588
1327,beginner c walkthrough project step step,learn code c building project bluelime learning solution,185,Beginner,17,4.0,386
1328,unit testing net core application xunit net moq,mocking technique test driven development tdd unit testing legacy code xunitnet interview question aref k,39,All Levels,35,4.2,266
1329,programming complete beginner c,learning code c provided hd video lecture live coding session nearly exercise learn eric wise,48,Beginner,65,4.6,1757
1330,make matchthree puzzle game unity,make matchthree game scratch wilmer lin,106,Intermediate,16,4.6,577
1331,react styled component tutorial project course,step step learn styledcomponents create interesting project john smilga,58,Beginner,7,4.6,136
1332,swiftui masterclass io app development swift,totally beginner advanced io app developer complete io swiftui development course edition robert petras,67,All Levels,65,4.7,36
1333,master shopify development liquid,learn everything shopify partner account theme customizable creating section template using liquid iskandar kurbanov,18,All Levels,35,4.3,37
1334,bubble beginner bootcamp visual programming,course need get running bubble visual programming quickly possible gregory john,48,Beginner,105,4.8,99
1335,r data preprocessing data management shape data,learn prepare data great analytics r rtutorials training,64,All Levels,65,4.3,391
1336,spring core advanced beyond basic,enterprise class use spring framework spring boot john thompson,63,Intermediate,6,4.1,445
1337,introduction artificial intelligence ai manager,data science machine learning deep learning neural network beginner scikitlearn python kumaresan ramanathan,26,Beginner,2,4.3,325
1338,c bootcamp introduction computer science software,computer science software programming coding bootcamp absolute beginner coding background necessary samuel spencer,13,Beginner,25,4.1,496
1339,r tidyverse reporting analytics excel user,excel big data interactive dashboard visualization hour jonathan ng,42,Beginner,55,4.5,327
1340,redis bootcamp beginner get hand redis,dive deep redis learn demanding nosql database go absolute beginner advanced redis diwakar singh,51,All Levels,6,4.7,46
1341,blockchain programming,build blockchain cryptocurrency scratch using python levi barnes,83,Intermediate,14,3.9,131
1342,react data visualization build cryptocurrency dashboard,learn industry secret building beautifully fast dashboard react context api styledcomponents cs grid reactschool _,39,All Levels,4,4.5,355
1343,complete python programming bootcamp beginner advanced,learn python programming beginner advanced level go zero hero python hundred example code star academy,94,All Levels,20,4.4,212
1344,protractor end end testing framework angularjs apps,protractor tutorial endtoend testing angularjs website wrapper selenium webdriverjs library rahul arora,135,All Levels,16,4.3,1053
1345,unity game kit introduction make game without coding,learn tool design build video game level programming needed great way learn unity engine rick davidson,27,Beginner,35,4.4,296
1346,complete kotlin developer course,use kotlin instead java kotlin new language make programming android javascript dream codestars rob percival,67,Beginner,125,4.5,560
1347,professional azure sql database administration,master skill efficiently manage maintain data cloud packt publishing,66,Expert,5,3.9,162
1348,managing secret hashicorp vault,everything need get started hashicorp vault chris parent,56,Beginner,55,3.9,352
1349,oracle cloud erpsaas technical icsoic dell boomi bonus,cloud report integrationsics conversion extension deep dive sreeram erptech,39,All Levels,9,3.9,57
1350,stepbystep html cs absolute beginner,learn code html cs create website beginnerlevel course coding experience required kathleen farley,43,Beginner,4,4.6,964
1351,machine learning project az kaggle real world pro,master machine learning kaggle real world project start participating competitive forum geekshub pvt ltd,59,All Levels,8,4.3,52
1352,algorithmic problem python,learn recursion backtracking nqueens problem etc dynamic programming knapsack problem etc holczer balazs,40,All Levels,4,4.2,191
1353,complete flutter development build io android apps,includes api handling database project firebase bloc igneus technology,118,All Levels,19,4.5,57
1354,master net c unit testing nunit moq,become expert unit testing nunit moq dotmemoryunit resharper tool dmitri nesteruk,44,Beginner,3,4.7,424
1355,unity multiplayer game development photon pun,create fully functional multiplayer platformer game saad ali,48,All Levels,7,4.5,125
1356,accelerated spring boot mongodb,build complete java application scratch using spring framework spring boot spring data mongodb romanian coder,45,Beginner,35,4.4,180
1357,complete robot framework guide beginner expert,best course selenium desktop webservices database automation robot framework plus devops jenkins github bharat malik,145,All Levels,16,4.2,163
1358,learn build devops pipeline azure cloud,master devops cloud automate development pipeline eduonix learning solution,48,Intermediate,65,4.1,202
1359,cloud computing concept,start cloud journey u learn fundamental platform certification cloud computing much tek smart learning,8,All Levels,2,4.5,391
1360,build realtime apps react j golang rethinkdb,practical guide teach reactjs golang rethinkdb optimally paced nononsense youll learn quickly james moore,48,All Levels,3,4.1,988
1361,simplified magento video course beginner expert,master magento development learn create module api crud custom theme much english subtitle ilyas muyiwa soladogun,77,All Levels,125,3.6,213
1362,kubernetes beginner kubernetes docker devops,learn devops using kubernetes docker course beginner busy professional background ganesh velrajan,29,Beginner,2,4.4,227
1363,learn business data analysis sql tableau,improve business analytical skill sql data visualization data science guide,81,All Levels,65,4.6,176
1364,complete python data science cloud computing,complete indepth use case course taught data science phd business consultant thousand example datagist inc,361,All Levels,49,4.3,93
1365,rabbitmq java spring boot system integration,learn using rabbit mq java asynchronous messaging data transfer among system real time fashion timotius pamungkas,76,All Levels,85,4.3,145
1366,complete sql server beginner,ultimate practical guide master sql server developer downloadable sql script included ahmad mohey,138,Beginner,9,4.5,279
1367,aws codecommit codebuild codedeploy codepipeline hand,learn continuous integration continuous deliverydeployment process cicd aws using aws developer tool stack simplify,30,All Levels,35,4.5,134
1368,oracle fusion technicalbusiness intelligence otbi report,oracle fusionoracle cloud techincal training saas r bi publisher report oracle apps technical developer ravinder reddy guduru,46,Intermediate,14,4.0,202
1369,qt quick qml intermediate interfacing c,connect fluid dynamic qt quickqml user interface powerful c back end daniel gakwaya,35,Intermediate,55,4.4,171
1370,javascript beginner learn practical exercise,javascript beginner work closely exercise learn make javascript easy guaranteed edwin diaz,30,All Levels,35,4.4,3541
1371,scratch programming build game scratch bootcamp,updated scratch build game scratch learn coding expert developer exciting scratch dr chris mall,46,Beginner,8,4.6,171
1372,mastering magento,explore core functionality magento packt publishing,22,Beginner,4,3.6,472
1373,ansys tutorial,modelling analyzing composite model ansys software armin yousefi kanani,32,All Levels,75,4.4,465
1374,rabbitmq message queue concept start finish,asynchronous messaging rabbitmq amqp concept routing administration logging client example python c timo h c development net devops,68,All Levels,45,4.1,65
1375,learn devops onprem cloud agnostic kubernetes,using kubeadm rook ceph certmanager dex github ldap envoy istio calico vault openshift edward viaene,38,Expert,4,4.5,302
1376,mobile ecommerce flutter redux stripe,build online marketplace mobile apps reed barger,45,All Levels,7,4.3,96
1377,wpfaster wordpress speed optimization master course,z performance blueprint make wordpress site fast one fastest site earth aj mckay,55,All Levels,7,4.6,473
1378,data science machine learning using python bootcamp,numpy panda matplotlib seaborn ploty machine learning scikitlearn data science recommender system nlp theory handson dr junaid qazi phd,111,All Levels,25,4.4,394
1379,learning data structure javascript scratch,write efficient performant code learning data structure well prepared technical interview question eric traub,56,All Levels,35,4.6,1726
1380,io online shop application build emarket sale,xcode swift io tutorial build eshop application firestore algolia stripe payment lear io swift david kababyan,122,Intermediate,15,4.5,60
1381,visual studio code tutorial getting started v code,v code course beginner experienced developer todd mcleod,73,All Levels,5,4.2,51
1382,advanced window presentation foundation wpf course,build interactive efficient smart application window presentation foundation wpf using course cubetech academy llc,64,All Levels,5,4.3,265
1383,learn code building game unreal engine,learn code building simple game unreal engine fantastic course start learning technology mammoth interactive,89,Beginner,85,4.0,414
1384,architecting big data solution,architect big data solution assembling various big data technology module best practice v maestro llc,42,All Levels,55,4.0,754
1385,performance testing using loadrunner advancedbasics,day money back guarantee extensive handson training real time project material query support kumar gupta,140,All Levels,34,4.3,526
1386,learn database design mysql,complete course master database design using mysql eduonix learning solution,32,All Levels,65,4.4,3900
1387,java persistence hibernate jpa fundamental,simpletofollow easytounderstand training course java persistence jpa example deshraj singh kiran,67,All Levels,6,4.4,2144
1388,angular progressive web apps pwa masterclass free ebook,practical guide angular progressive web application pwa angular university,44,All Levels,4,4.2,258
1389,microsoft powerapps beginner build apps,learn fundamental microsoft powerapps build business apps withou coding dan,22,Beginner,25,4.2,104
1390,javascript beginner learn javascript scratch,learn javascript programming language completely scratch without framework robin haney,56,Beginner,3,4.2,2858
1391,e e e time update javascript ecmascript,ecmascript next time modernize javascript robert bunch,60,All Levels,13,4.6,349
1392,php login registration system email confirm activation,amazing complete login registration system php mysql edwin diaz edwin diaz,57,All Levels,6,4.4,643
1393,master azure web apps take java spring boot apps azure,learn azure java spring boot rest api full stack docker web apps azure app service azure web apps inminutes official,55,Beginner,6,4.5,29
1394,html masterybuild superior website mobile apps new,easily build website mobile apps including virtual reality play store apps html cs javascript maximiliano firtman,167,Beginner,145,4.5,858
1395,intro unity physic helicopter early access,learn create helicopter physic game unity c indie pixel,131,Beginner,175,4.7,170
1396,openlayers scratch project,master openlayers javascript web mapping library build web mapping application ikrom nishanbaev,48,All Levels,115,4.5,47
1397,hedis training,hedis overview career training development hlti solution learning marketplace,7,All Levels,1,4.0,32
1398,sql tutorial learn sql mysql database beginnerexpert,learn sql database development work effectively dbms like mysql sql server oracle postgresql db etc pradnyankur nikam,126,All Levels,11,4.4,1436
1399,image processing raspberry pi beginner advanced,build realworld image processing application using python opencv raspberry pi zerofor absolute beginner dr steven lawrence fernandes phd,40,Beginner,45,3.9,311
1400,modeling blender unity video game developer,indie video game developer learn design lowpoly prop prototyping game blender unity billy mcdaniel,63,Beginner,8,4.7,125
1401,core java automation tester interview program,step step practical tutorial master java ton programming example interview question rahul shetty,68,All Levels,8,4.4,605
1402,mobile app development phonegap,create apps io android html javascript framework television inc,61,Intermediate,55,4.4,401
1403,learn svg animation html cs javascript,learn powerful animation created using htmlcss javascript code collective,22,All Levels,15,4.0,1335
